index,address,city,state,zip_code,type,count,clay,wall,grass,indoor,lights,proshop,latitude,longitude
11745,Irvine Avenue,los angeles,ca,92663.0,Public,8,False,False,False,False,True,False,33.6243755,-117.9119253
11746,Kevin Lee Lane,los angeles,ca,92270.0,Homeowners Community,2,False,False,False,False,True,False,33.7788798,-116.4420211
11747,South Park Vine Street,los angeles,ca,92868.0,Homeowners Community,2,False,False,False,False,True,False,33.7758745,-117.8942978
11748,East Virginia Avenue,phoenix,az,85008.0,Homeowners Community,2,False,False,False,False,True,False,33.4777644,-112.0020425
11749,Caminito Aruba,san diego,ca,92124.0,Homeowners Community,3,False,False,False,False,False,False,32.8265281,-117.1152878
11750,Berkshire Manor Lane,houston - galveston - brazoria,tx,77084.0,Homeowners Community,2,False,False,False,False,False,False,29.8574311,-95.6480134
11751,Beach Club Lane,miami-fort lauderdale,fl,33149.0,Homeowners Community,8,True,False,False,False,True,True,25.6883406,-80.1600695
11752,Walnut Bend Lane,houston - galveston - brazoria,tx,77042.0,Homeowners Community,2,False,False,False,False,True,False,29.7298745,-95.5660665
11753,Green Canyon Drive,dallas - fort worth,tx,75150.0,Public,1,False,False,False,False,True,False,32.8172596,-96.6100681
11754,Ocee Street,houston - galveston - brazoria,tx,77063.0,Homeowners Community,1,False,False,False,False,True,False,29.7254863,-95.5285424
11755,Connecticut Avenue Northwest,washington,dc,20008.0,Public,5,False,False,False,False,True,False,38.945878,-77.06564
11756,Doubletree Lane,washington,dc,20774.0,Public,4,False,False,False,False,False,False,38.9309901,-76.83675
11757,Aquamarine Way,west palm beach - boca raton,fl,33472.0,Homeowners Community,2,False,False,False,False,True,False,26.5472263,-80.1376247
11758,Ashton Manor Way,orlando,fl,32828.0,Homeowners Community,1,False,False,False,False,True,False,28.5608626,-81.2060237
11759,Day Avenue,minneapolis-st. paul,mn,55117.0,Public,8,False,False,False,False,False,False,45.0149075,-93.101508
11760,Reiman Drive,new york,ny,6416.0,Public,4,False,False,False,False,False,False,41.616092,-72.658102
11761,West Lawrence Avenue,chicago,il,60640.0,Public,4,False,False,False,False,False,False,41.9681856,-87.668377
11762,Stewart Avenue,new york,ny,11714.0,Public,6,False,True,False,False,False,False,40.7536291,-73.483364
11763,Terry Mill Lane,atlanta,ga,30017.0,Homeowners Community,2,False,False,False,False,True,False,33.867556,-83.9875281
11764,Secret Cove Drive Northeast,atlanta,ga,30518.0,Homeowners Community,2,False,False,False,False,True,False,34.088075,-84.0335655
11765,Place North,minneapolis-st. paul,mn,55311.0,Public,2,False,False,False,False,False,False,45.0909443,-93.4554148
11766,West Atherton Road,detroit,mi,48507.0,Public,2,False,False,False,False,False,False,42.9879722,-83.7066793
11767,Longman Lane,detroit,mi,48103.0,Public,3,False,False,False,False,True,False,42.2820239,-83.7766743
11768,Common Street,boston,ma,2081.0,Public,6,False,False,False,False,True,False,42.135253,-71.2478721
11769,Westbridge Drive,baltimore,md,21401.0,Public,2,False,False,False,False,True,False,38.9792532,-76.5262878
11770,Benton Creek Drive,greensboro-winston-salem,nc,27106.0,Public,3,False,False,False,False,True,False,36.1567959,-80.3369558
11771,Critcher Drive,greensboro-winston-salem,nc,27295.0,Public,2,False,False,False,False,False,False,35.9275029,-80.24634
11772,Grove Crest Lane,charlotte,nc,28262.0,Homeowners Community,1,False,False,False,False,True,False,35.3161495,-80.7458961
11773,Whippany Road,new york,ny,7981.0,Public,5,False,False,False,False,False,False,40.8160503,-74.4231141
11774,Kara Boulevard,new york,ny,8852.0,Homeowners Community,2,False,False,False,False,False,False,40.3809356,-74.5369041
11775,Ironsides Road,washington,dc,20662.0,Public,2,False,False,False,False,False,False,38.4584616,-77.179942
11776,Redwood Street,las vegas,nv,89118.0,Public,4,False,False,False,False,False,False,36.0883322,-115.2381492
11777,South Avenue,los angeles,ca,91723.0,Public,2,False,False,False,False,True,False,34.0879684,-117.8954566
11778,Brookside Avenue,los angeles,ca,92373.0,Homeowners Community,1,False,False,False,False,True,False,34.0500615,-117.1964031
11779,West Vogel Avenue,phoenix,az,85302.0,Homeowners Community,2,False,False,False,False,True,False,33.5718201,-112.1714509
11780,Del Mar Avenue,san francisco - oakland - san jose,ca,95128.0,Public,7,False,False,False,False,False,False,37.303066,-121.9286299
11781,North Apartment,phoenix,az,85224.0,Homeowners Community,1,False,False,False,False,True,False,33.351663,-111.8926513
11782,Stonegate Drive,san francisco - oakland - san jose,ca,94080.0,Public,2,False,False,False,False,False,False,37.6644419,-122.4258363
11783,Avenue Southeast,seattle,wa,98027.0,Public,1,False,True,False,False,False,False,47.5606799,-122.0847774
11784,North Maroa Avenue,fresno,ca,93711.0,Homeowners Community,2,False,False,False,False,True,False,36.8522134,-119.7979367
11785,Yosemite Drive,dallas - fort worth,tx,76112.0,Public,4,False,False,False,False,False,False,32.7493481,-97.2305381
11786,Patchester Drive,houston - galveston - brazoria,tx,77079.0,Public,4,False,False,False,False,False,False,29.7808701,-95.5845308
11787,Brandywine Road,west palm beach - boca raton,fl,33409.0,Homeowners Community,1,False,False,False,False,True,False,26.7245207,-80.0937331
11788,Seminary Road,washington,dc,20910.0,Public,1,False,True,False,False,False,False,39.010329,-77.044158
11789,Quail Drive,west palm beach - boca raton,fl,33409.0,Homeowners Community,1,False,False,False,False,False,False,26.701443,-80.1053846
11790,Desoto Street,jacksonville,fl,32250.0,Public,1,False,False,False,False,False,False,30.2659246,-81.3959992
11791,Bayshore Boulevard,tampa-st. petersburg-clearwater,fl,33629.0,Homeowners Community,1,False,False,False,False,True,False,27.922559,-82.4883342
11792,Lockwood Boulevard,orlando,fl,32765.0,Public,4,False,False,False,False,True,False,28.6473936,-81.1773455
11793,Rudder Road,jacksonville,fl,32233.0,Public,6,False,True,False,False,False,False,30.3620447,-81.414839
11794,Old Town Drive,austin-san marcos,tx,78752.0,Homeowners Community,2,False,False,False,False,True,False,30.3266381,-97.6810956
11795,South Telluride Street,denver,co,80013.0,Public,6,False,True,False,False,True,False,39.6756867,-104.78278
11796,Sunset Drive,chicago,il,60419.0,Public,1,False,False,False,False,False,False,41.6146722,-87.584936
11797,Donelson Avenue,nashville,tn,37138.0,Public,2,False,False,False,False,False,False,36.2646739,-86.6485155
11798,Crest Hollow Lane,new york,ny,11507.0,Public,3,False,False,False,False,False,False,40.7721,-73.661817
11799,West Hampton Drive Northwest,atlanta,ga,30064.0,Homeowners Community,4,False,False,False,False,True,False,33.9586764,-84.656707
11800,Ohmer Drive,detroit,mi,48092.0,Public,6,False,False,False,False,False,False,42.5088688,-83.0734098
11801,Fairington Road,atlanta,ga,30038.0,Homeowners Community,1,False,False,False,False,False,False,33.7024121,-84.1517007
11802,Highland Avenue,cincinnati,oh,45242.0,Public,8,False,True,False,False,True,False,39.2360426,-84.3854713
11803,Teakwood Drive,greensboro-winston-salem,nc,27406.0,Homeowners Community,2,False,False,False,False,False,False,36.0038229,-79.8029387
11804,Whisperwood Drive,raleigh-durham-chapel hill,nc,27713.0,Homeowners Community,2,False,False,False,False,False,False,35.8829654,-78.9007509
11805,Crest Street,raleigh-durham-chapel hill,nc,27705.0,Homeowners Community,2,False,False,False,False,False,False,36.0125365,-78.9452755
11806,Spring Meadow Drive,raleigh-durham-chapel hill,nc,27517.0,Homeowners Community,1,False,False,False,False,True,False,35.8974374,-79.0018272
11807,University Drive,raleigh-durham-chapel hill,nc,27516.0,Homeowners Community,2,False,True,False,False,False,False,35.9426963,-79.095962
11808,Breton Road Southeast,grand rapids,mi,49506.0,Public,2,False,True,False,False,False,False,42.9418865,-85.6103075
11809,Mill Lane,new york,ny,11735.0,Public,2,False,False,False,False,False,False,40.7171354,-73.4298491
11810,North Nelson Road,kansas city,mo,66061.0,Public,4,False,False,False,False,False,False,38.8893376,-94.8072696
11811,Barkley Street,kansas city,mo,66202.0,Homeowners Community,2,False,False,False,False,True,False,39.0402196,-94.6640503
11812,Victoria Avenue,los angeles,ca,93035.0,Homeowners Community,1,False,False,False,False,True,False,34.1846483,-119.2206395
11813,Lincoln Boulevard,los angeles,ca,90403.0,Public,6,False,False,False,False,True,False,34.0221733,-118.4954131
11814,Mansfield Road East,philadelphia,pa,8022.0,Public,5,False,False,False,False,False,False,40.0884144,-74.687515
11815,Bohemian Highway,san francisco - oakland - san jose,ca,95465.0,Public,2,False,False,False,False,True,False,38.4096671,-122.9485989
11816,Cedar Boulevard,pittsburgh,pa,15228.0,Public,15,True,True,False,True,True,True,40.3758846,-80.055549
11817,Scripps Lake Drive,san diego,ca,92131.0,Public,10,False,False,False,False,False,False,32.9095951,-117.1124607
11818,Caminito Arenoso,san diego,ca,92117.0,Homeowners Community,2,False,False,False,False,True,False,32.823562,-117.2212672
11819,Brickell Bay Drive,miami-fort lauderdale,fl,33131.0,Homeowners Community,1,False,False,False,False,True,False,25.7632475,-80.189606
11820,Northwest Place,miami-fort lauderdale,fl,33351.0,Homeowners Community,1,False,False,False,False,True,False,26.1770029,-80.2536893
11821,Washington Circle,dallas - fort worth,tx,76011.0,Homeowners Community,1,False,False,False,False,False,False,32.7684577,-97.1030688
11822,Lockheed Boulevard,washington,dc,22306.0,Public,2,False,True,False,False,False,False,38.759363,-77.090874
11823,Burnt Ember Drive,washington,dc,20903.0,Public,4,False,False,False,False,False,False,39.027683,-76.994564
11824,Nickels Circle,west palm beach - boca raton,fl,33436.0,Homeowners Community,1,False,False,False,False,False,False,26.5301604,-80.1019943
11825,Woodstone Drive,austin-san marcos,tx,78757.0,Public,2,False,True,False,False,False,False,30.3649514,-97.7241397
11826,Lantana Drive,austin-san marcos,tx,78664.0,Public,8,False,True,False,False,True,False,30.5274631,-97.6592088
11827,Donore Square,san antonio,tx,78229.0,Homeowners Community,1,False,False,False,False,True,False,29.5143294,-98.5650283
11828,Jackson Road,rochester,ny,14526.0,Public,2,False,False,False,False,True,False,43.163667,-77.447969
11829,Minortown Road,new york,ny,6798.0,Public,3,False,False,False,False,False,False,41.5592542,-73.190338
11830,Street,new york,ny,7601.0,Public,1,False,True,False,False,False,False,40.8903608,-74.049578
11831,Chicago Pedway System,chicago,il,60601.0,Public,12,True,False,False,False,True,False,41.883353,-87.619078
11832,Prince Place,washington,dc,20774.0,Public,8,False,False,False,False,True,False,38.8855817,-76.828967
11833,Champions Green Parkway,atlanta,ga,30022.0,Homeowners Community,2,False,False,False,False,True,False,34.0032928,-84.2820776
11834,Belantrae,new york,ny,7936.0,Homeowners Community,4,False,False,False,False,False,False,40.7963002,-74.3899298
11835,North Butterfield Road,chicago,il,60048.0,Public,2,False,False,False,False,False,False,42.2898956,-87.9821473
11836,Manda Lane,chicago,il,60090.0,Homeowners Community,2,False,False,False,False,False,False,42.146842,-87.9474798
11837,Old Hickory Lane,atlanta,ga,30127.0,Homeowners Community,2,False,True,False,False,True,False,33.9523757,-84.7085273
11838,Cove Drive,detroit,mi,48168.0,Homeowners Community,1,False,False,False,False,False,False,42.4118846,-83.464154
11839,West Jefferson Street,philadelphia,pa,19122.0,Public,1,False,False,False,False,False,False,39.9751058,-75.1513124
11840,North Winchell Street,portland,or,97217.0,Public,2,False,False,False,False,True,False,45.5802937,-122.7095497
11841,Northern Strand Community Trail,boston,ma,1906.0,Public,1,False,False,False,False,False,False,42.4501327,-71.0155821
11842,Chapel Street,salt lake city,ut,84047.0,Public,4,False,False,False,False,True,False,40.6124376,-111.9019318
11843,Morningside Drive,new york,ny,10562.0,Public,4,False,False,False,False,False,False,41.1670651,-73.8266981
11844,East Booker Dairy Road,raleigh-durham-chapel hill,nc,27577.0,Public,6,False,False,False,False,True,False,35.5296855,-78.3217585
11845,Briscoe Lane,louisville,ky,40228.0,Public,4,False,False,False,False,True,False,38.1395522,-85.6308854
11846,Mohawk Terrace,albany,ny,12065.0,Homeowners Community,2,False,False,False,False,False,False,42.8196594,-73.7418222
11847,East Columbus Road,dayton-springfield,oh,45368.0,Public,3,False,False,True,False,False,False,39.829022,-83.6335838
11848,South Stephen Drive,chicago,il,46375.0,Public,2,False,False,False,False,False,False,41.4822272,-87.464894
11849,South Lincoln Avenue,los angeles,ca,92882.0,Public,8,False,False,False,False,False,False,33.8707452,-117.585125
11850,Wheeler Drive,chicago,il,60134.0,Public,4,False,True,False,False,True,False,41.8933009,-88.306099
11851,Bloomfield Avenue,los angeles,ca,90650.0,Homeowners Community,1,False,False,False,False,True,False,33.9154166,-118.0636847
11852,Avenue,seattle,wa,98122.0,Public,2,False,False,False,False,True,False,47.6076966,-122.3001909
11853,Ark Street,san francisco - oakland - san jose,ca,94403.0,Public,2,False,False,False,False,False,False,37.5664533,-122.2930455
11854,King Street,seattle,wa,98014.0,Public,2,False,False,False,False,True,False,47.6438294,-121.9118822
11855,Colony Point Circle,miami-fort lauderdale,fl,33026.0,Homeowners Community,3,False,True,False,False,True,False,26.0157453,-80.3008425
11856,Harbor Court,miami-fort lauderdale,fl,33326.0,Homeowners Community,4,False,True,False,False,True,False,26.1162653,-80.3786588
11857,Ella Lee Lane,houston - galveston - brazoria,tx,77063.0,Homeowners Community,5,False,False,False,False,True,False,29.7421205,-95.5353338
11858,Campbell Drive,washington,dc,20746.0,Public,2,False,True,False,False,False,False,38.861334,-76.924499
11859,Waterfall Village Drive Southeast,atlanta,ga,30067.0,Homeowners Community,2,False,False,False,False,True,False,33.9100654,-84.4859469
11860,Willow Spring Road,baltimore,md,21222.0,Public,2,False,True,False,False,True,False,39.2544343,-76.526714
11861,Loganderry Lane,tampa-st. petersburg-clearwater,fl,33563.0,Homeowners Community,1,False,False,False,False,True,False,28.0236516,-82.1032655
11862,Lancaster Terrace,jacksonville,fl,32204.0,Homeowners Community,1,False,False,False,False,False,False,30.3107918,-81.6778672
11863,Cypress Drive,orlando,fl,34759.0,Public,2,False,False,False,False,True,False,28.1445461,-81.4575613
11864,Scotts Corner Road,new york,ny,8536.0,Homeowners Community,4,False,False,False,False,False,False,40.3328137,-74.5589733
11865,Hillandale Avenue,new york,ny,6902.0,Public,5,False,False,False,False,False,False,41.0616292,-73.530625
11866,South Main Street,chicago,il,60187.0,Public,2,False,False,False,False,True,False,41.8591258,-88.106937
11867,Washington Avenue,new york,ny,7407.0,Public,5,False,False,False,False,False,False,40.9104234,-74.128124
11868,East Chicago Avenue,chicago,il,46312.0,Public,2,False,False,False,False,False,False,41.6288231,-87.458924
11869,Henry Street,new york,ny,11570.0,Public,4,False,True,False,False,False,False,40.6696775,-73.659092
11870,West Main Street,new york,ny,10992.0,Public,4,False,False,False,False,False,False,41.4265991,-74.171844
11871,Battle Forest Drive Southwest,atlanta,ga,30064.0,Homeowners Community,2,False,False,False,False,False,False,33.9502131,-84.6194673
11872,Solomon Boulevard,detroit,mi,48375.0,Homeowners Community,1,False,False,False,False,False,False,42.4513834,-83.4374714
11873,Heritage Oaks Lane,atlanta,ga,30141.0,Homeowners Community,2,False,False,False,False,True,False,33.85895,-84.7046864
11874,A West Branch Avenue,philadelphia,pa,8021.0,Homeowners Community,1,False,False,False,False,False,False,39.7921,-75.0010014
11875,Hollywood Drive Northeast,portland,or,97305.0,Public,1,False,True,False,False,False,False,44.962642,-122.9793799
